Regional_Grouping,Region_Code,Region,Country,ISO3Code,M49Region_Code,M49_Code,FAO_CODE
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Rwanda,RWA,98121,646,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Sao Tome and Principe,STP,98121,678,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Senegal,SEN,98121,686,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Seychelles,SYC,98121,690,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Sierra Leone,SLE,98121,694,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Somalia,SOM,98121,706,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,South Africa,ZAF,98121,710,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Togo,TGO,98121,768,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Uganda,UGA,98121,800,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,United Republic of Tanzania,TZA,98121,834,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Zambia,ZMB,98121,894,
SDGRC,SDGRC_ECA_NOP,ECA_Non-Oil Producing,Zimbabwe,ZWE,98121,716,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Algeria,DZA,98103,12,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Egypt,EGY,98103,818,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Libya,LBY,98103,434,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Mauritania,MRT,98103,478,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Morocco,MAR,98103,504,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Sudan,SDN,98103,729,
SDGRC,SDGRC_ECA_NA,ECA_North Africa,Tunisia,TUN,98103,788,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,Angola,AGO,98122,24,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,Chad,TCD,98122,148,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,Democratic Republic of the Congo,COD,98122,180,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,Niger,NER,98122,562,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,South Sudan,SSD,98122,728,
SDGRC,SDGRC_ECA_O_LDC,ECA_Oil LDCs,Sudan,SDN,98122,729,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Algeria,DZA,98123,12,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Angola,AGO,98123,24,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Cameroon,CMR,98123,120,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Chad,TCD,98123,148,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Congo,COG,98123,178,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Côte d'Ivoire,CIV,98123,384,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Democratic Republic of the Congo,COD,98123,180,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Egypt,EGY,98123,818,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Equatorial Guinea,GNQ,98123,226,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Gabon,GAB,98123,266,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Ghana,GHA,98123,288,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Libya,LBY,98123,434,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Niger,NER,98123,562,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Nigeria,NGA,98123,566,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,South Sudan,SSD,98123,728,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Sudan,SDN,98123,729,
SDGRC,SDGRC_ECA_OP,ECA_Oil producing economies,Tunisia,TUN,98123,788,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Angola,AGO,98110,24,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Botswana,BWA,98110,72,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Comoros,COM,98110,174,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Democratic Republic of the Congo,COD,98110,180,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Eswatini,SWZ,98110,748,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Lesotho,LSO,98110,426,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Madagascar,MDG,98110,450,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Malawi,MWI,98110,454,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Mauritius,MUS,98110,480,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Mozambique,MOZ,98110,508,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Namibia,NAM,98110,516,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Seychelles,SYC,98110,690,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,South Africa,ZAF,98110,710,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,United Republic of Tanzania,TZA,98110,834,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Zambia,ZMB,98110,894,
SDGRC,SDGRC_ECA_SADC,ECA_SADC,Zimbabwe,ZWE,98110,716,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Burkina Faso,BFA,98124,854,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Cameroon,CMR,98124,120,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Chad,TCD,98124,148,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Gambia,GMB,98124,270,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Guinea,GIN,98124,324,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Mali,MLI,98124,466,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Mauritania,MRT,98124,478,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Niger,NER,98124,562,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Nigeria,NGA,98124,566,
SDGRC,SDGRC_ECA_SAHEL,ECA_Sahel,Senegal,SEN,98124,686,
SDGRC,SDGRC_ECA_SIS,ECA_Small Island states,Cabo Verde,CPV,98125,132,
SDGRC,SDGRC_ECA_SIS,ECA_Small Island states,Comoros,COM,98125,174,
SDGRC,SDGRC_ECA_SIS,ECA_Small Island states,Mauritius,MUS,98125,480,
SDGRC,SDGRC_ECA_SIS,ECA_Small Island states,Sao Tome and Principe,STP,98125,678,
SDGRC,SDGRC_ECA_SIS,ECA_Small Island states,Seychelles,SYC,98125,690,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Angola,AGO,98104,24,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Botswana,BWA,98104,72,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Eswatini,SWZ,98104,748,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Lesotho,LSO,98104,426,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Malawi,MWI,98104,454,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Mauritius,MUS,98104,480,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Mozambique,MOZ,98104,508,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Namibia,NAM,98104,516,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,South Africa,ZAF,98104,710,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Zambia,ZMB,98104,894,
SDGRC,SDGRC_ECA_SA,ECA_Southern Africa,Zimbabwe,ZWE,98104,716,
SDGRC,SDGRC_ECA_SACU,ECA_Southern Africa Customs Union (SACU),Botswana,BWA,98127,72,
SDGRC,SDGRC_ECA_SACU,ECA_Southern Africa Customs Union (SACU),Eswatini,SWZ,98127,748,
SDGRC,SDGRC_ECA_SACU,ECA_Southern Africa Customs Union (SACU),Lesotho,LSO,98127,426,
SDGRC,SDGRC_ECA_SACU,ECA_Southern Africa Customs Union (SACU),Namibia,NAM,98127,516,
SDGRC,SDGRC_ECA_SACU,ECA_Southern Africa Customs Union (SACU),South Africa,ZAF,98127,710,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Angola,AGO,98126,24,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Benin,BEN,98126,204,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Botswana,BWA,98126,72,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Burkina Faso,BFA,98126,854,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Burundi,BDI,98126,108,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Cabo Verde,CPV,98126,132,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Cameroon,CMR,98126,120,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Central African Republic,CAF,98126,140,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Chad,TCD,98126,148,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Comoros,COM,98126,174,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Congo,COG,98126,178,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Côte d'Ivoire,CIV,98126,384,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Democratic Republic of the Congo,COD,98126,180,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Djibouti,DJI,98126,262,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Equatorial Guinea,GNQ,98126,226,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Eritrea,ERI,98126,232,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Eswatini,SWZ,98126,748,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Ethiopia,ETH,98126,231,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Gabon,GAB,98126,266,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Gambia,GMB,98126,270,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Ghana,GHA,98126,288,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Guinea,GIN,98126,324,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Guinea-Bissau,GNB,98126,624,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Kenya,KEN,98126,404,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Lesotho,LSO,98126,426,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Liberia,LBR,98126,430,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Madagascar,MDG,98126,450,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Malawi,MWI,98126,454,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Mali,MLI,98126,466,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Mauritius,MUS,98126,480,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Mozambique,MOZ,98126,508,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Namibia,NAM,98126,516,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Niger,NER,98126,562,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Nigeria,NGA,98126,566,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Rwanda,RWA,98126,646,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Sao Tome and Principe,STP,98126,678,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Senegal,SEN,98126,686,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Seychelles,SYC,98126,690,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Sierra Leone,SLE,98126,694,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Somalia,SOM,98126,706,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,South Africa,ZAF,98126,710,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,South Sudan,SSD,98126,728,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Sudan,SDN,98126,729,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Togo,TGO,98126,768,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Uganda,UGA,98126,800,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,United Republic of Tanzania,TZA,98126,834,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Zambia,ZMB,98126,894,
SDGRC,SDGRC_ECA_SSA,ECA_Sub-Saharan Africa,Zimbabwe,ZWE,98126,716,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Benin,BEN,98105,204,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Burkina Faso,BFA,98105,854,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Cabo Verde,CPV,98105,132,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Côte d'Ivoire,CIV,98105,384,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Gambia,GMB,98105,270,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Ghana,GHA,98105,288,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Guinea,GIN,98105,324,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Guinea-Bissau,GNB,98105,624,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Liberia,LBR,98105,430,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Mali,MLI,98105,466,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Niger,NER,98105,562,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Nigeria,NGA,98105,566,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Senegal,SEN,98105,686,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Sierra Leone,SLE,98105,694,
SDGRC,SDGRC_ECA_WA,ECA_West Africa,Togo,TGO,98105,768,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Albania,ALB,98200,8,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Andorra,AND,98200,20,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Armenia,ARM,98200,51,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Austria,AUT,98200,40,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Azerbaijan,AZE,98200,31,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Belarus,BLR,98200,112,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Belgium,BEL,98200,56,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Bosnia and Herzegovina,BIH,98200,70,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Bulgaria,BGR,98200,100,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Canada,CAN,98200,124,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Croatia,HRV,98200,191,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Cyprus,CYP,98200,196,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Czechia,CZE,98200,203,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Denmark,DNK,98200,208,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Estonia,EST,98200,233,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Finland,FIN,98200,246,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,France,FRA,98200,250,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Georgia,GEO,98200,268,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Germany,DEU,98200,276,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Greece,GRC,98200,300,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Hungary,HUN,98200,348,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Iceland,ISL,98200,352,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Ireland,IRL,98200,372,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Israel,ISR,98200,376,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Italy,ITA,98200,380,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Kazakhstan,KAZ,98200,398,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Kyrgyzstan,KGZ,98200,417,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Latvia,LVA,98200,428,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Liechtenstein,LIE,98200,438,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Lithuania,LTU,98200,440,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Luxembourg,LUX,98200,442,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Malta,MLT,98200,470,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Monaco,MCO,98200,492,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Montenegro,MNE,98200,499,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Netherlands (Kingdom of the),NLD,98200,528,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,North Macedonia,MKD,98200,807,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Norway,NOR,98200,578,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Poland,POL,98200,616,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Portugal,PRT,98200,620,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Republic of Moldova,MDA,98200,498,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Romania,ROU,98200,642,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Russian Federation,RUS,98200,643,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,San Marino,SMR,98200,674,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Serbia,SRB,98200,688,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Slovakia,SVK,98200,703,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Slovenia,SVN,98200,705,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Spain,ESP,98200,724,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Sweden,SWE,98200,752,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Switzerland,CHE,98200,756,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Tajikistan,TJK,98200,762,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Turkmenistan,TKM,98200,795,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Türkiye,TUR,98200,792,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Ukraine,UKR,98200,804,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,United Kingdom,GBR,98200,826,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,United States,USA,98200,840,
SDGRC,SDGRC_ECE_ALL,ECE_All countries,Uzbekistan,UZB,98200,860,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Armenia,ARM,98201,51,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Azerbaijan,AZE,98201,31,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Belarus,BLR,98201,112,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Kazakhstan,KAZ,98201,398,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Kyrgyzstan,KGZ,98201,417,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Republic of Moldova,MDA,98201,498,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Russian Federation,RUS,98201,643,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Tajikistan,TJK,98201,762,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Turkmenistan,TKM,98201,795,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Ukraine,UKR,98201,804,
SDGRC,SDGRC_ECE_CIS11,ECE_CIS (CWG),Uzbekistan,UZB,98201,860,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Armenia,ARM,98202,51,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Azerbaijan,AZE,98202,31,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Belarus,BLR,98202,112,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Georgia,GEO,98202,268,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Kazakhstan,KAZ,98202,398,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Kyrgyzstan,KGZ,98202,417,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Republic of Moldova,MDA,98202,498,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Russian Federation,RUS,98202,643,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Tajikistan,TJK,98202,762,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Turkmenistan,TKM,98202,795,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Ukraine,UKR,98202,804,
SDGRC,SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",Uzbekistan,UZB,98202,860,
SDGRC,SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),Armenia,ARM,98206,51,
SDGRC,SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),Belarus,BLR,98206,112,
SDGRC,SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),Kazakhstan,KAZ,98206,398,
SDGRC,SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),Kyrgyzstan,KGZ,98206,417,
SDGRC,SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),Russian Federation,RUS,98206,643,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Austria,AUT,98204,40,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Belgium,BEL,98204,56,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Cyprus,CYP,98204,196,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Estonia,EST,98204,233,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Finland,FIN,98204,246,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),France,FRA,98204,250,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Germany,DEU,98204,276,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Greece,GRC,98204,300,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Ireland,IRL,98204,372,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Italy,ITA,98204,380,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Latvia,LVA,98204,428,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Lithuania,LTU,98204,440,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Luxembourg,LUX,98204,442,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Malta,MLT,98204,470,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Netherlands (Kingdom of the),NLD,98204,528,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Portugal,PRT,98204,620,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Slovakia,SVK,98204,703,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Slovenia,SVN,98204,705,
SDGRC,SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),Spain,ESP,98204,724,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Austria,AUT,98203,40,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Belgium,BEL,98203,56,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Bulgaria,BGR,98203,100,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Croatia,HRV,98203,191,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Cyprus,CYP,98203,196,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Czechia,CZE,98203,203,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Denmark,DNK,98203,208,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Estonia,EST,98203,233,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Finland,FIN,98203,246,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),France,FRA,98203,250,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Germany,DEU,98203,276,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Greece,GRC,98203,300,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Hungary,HUN,98203,348,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Ireland,IRL,98203,372,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Italy,ITA,98203,380,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Latvia,LVA,98203,428,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Lithuania,LTU,98203,440,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Luxembourg,LUX,98203,442,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Malta,MLT,98203,470,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Netherlands (Kingdom of the),NLD,98203,528,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Poland,POL,98203,616,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Portugal,PRT,98203,620,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Romania,ROU,98203,642,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Slovakia,SVK,98203,703,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Slovenia,SVN,98203,705,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Spain,ESP,98203,724,
SDGRC,SDGRC_ECE_EU27,ECE_European Union (E25),Sweden,SWE,98203,752,
SDGRC,SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),Albania,ALB,98205,8,
SDGRC,SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),Bosnia and Herzegovina,BIH,98205,70,
SDGRC,SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),Croatia,HRV,98205,191,
